round,strategy,seed,top_10_ratio_intersection_pred,best_value_pred,normalized_predictions_pred,top_10_ratio_intersection_true,best_value_true,normalized_predictions_true
6,highExpression,123,0.12373794863029046,2067.377,"[0.11383025 0.11383025 0.11383025 0.11383025 0.11383025 0.11383025
 0.11346613 0.11346613]",0.11143685687042953,3204.23,"[0.10800449 0.07276815 0.08214105 0.06975745 0.1152796  0.10431766
 0.09076293 0.17642563]"
7,highExpression,123,0.14284202183309325,2426.335,"[0.13359456 0.13359456 0.13359456 0.13359456 0.13359456 0.13359456
 0.12441461 0.12441461]",0.23996221294615866,6676.65,"[0.36761787 0.35450968 0.2330738  0.21187231 0.19283633 0.30692773
 0.04970452 0.04803289]"
8,highExpression,123,0.16382338303506513,2734.9236,"[0.15058552 0.15058552 0.15058552 0.15058552 0.15058552 0.15058552
 0.15058552 0.15058552]",0.2140861556568088,5516.42,"[0.17652144 0.24967005 0.17416431 0.06304947 0.28585123 0.30373534
 0.19447052 0.12683178]"
9,highExpression,123,0.1748131421327882,2918.3904,"[0.16068724 0.16068724 0.16068724 0.16068724 0.16068724 0.16068724
 0.16068724 0.16068724]",0.13124528957176032,3419.13,"[0.0693412  0.18825808 0.11177612 0.10890087 0.09696492 0.16115248
 0.06909123 0.15963447]"
10,highExpression,123,0.16365826171450787,2817.3428,"[0.15512353 0.15512353 0.15512353 0.15512353 0.15512353 0.15512353
 0.15512353 0.11760519]",0.16572942797026682,4450.74,"[0.15287913 0.06478827 0.13874627 0.24505876 0.24130585 0.20021165
 0.12779809 0.04791231]"
11,highExpression,123,0.10054988305272455,1695.2281,"[0.09333965 0.0922942  0.0922942  0.0922942  0.0922942  0.0922942
 0.0922942  0.0922942 ]",0.10295920917398242,2248.29,"[0.07367554 0.12000377 0.12027301 0.09032355 0.06168618 0.07506471
 0.09229801 0.12379136]"
12,highExpression,123,0.10488485515500554,1754.6484,"[0.09661134 0.09661134 0.09661134 0.09661134 0.09620777 0.09620777
 0.09620777 0.09620777]",0.27613427351614106,8563.74,"[0.42051258 0.47152147 0.33564605 0.18364954 0.11360026 0.14612984
 0.17686832 0.18264028]"
13,highExpression,123,0.18562312650784624,3116.6272,"[0.1716022  0.1716022  0.1716022  0.1716022  0.1716022  0.1716022
 0.16768825 0.16768825]",0.36865394275497654,8796.24,"[0.4714097  0.42407332 0.23600686 0.48432298 0.14211155 0.34659973
 0.432829   0.1735636 ]"
14,highExpression,123,0.2518877704756199,5506.634,"[0.30319651 0.30319651 0.30319651 0.30319651 0.30319651 0.15480959
 0.09073909 0.09073909]",0.2786311523988188,8015.31,"[0.44132479 0.36512089 0.26004009 0.29804487 0.36183654 0.19038781
 0.06369312 0.06848116]"
15,highExpression,123,0.07697227389038455,1349.5037,"[0.07430398 0.07430398 0.07430398 0.07430398 0.07430398 0.06561791
 0.06450782 0.06437417]",0.07392796613367572,1928.67,"[0.06035152 0.05399481 0.10619301 0.07036862 0.0705349  0.04582332
 0.08852859 0.04783853]"
16,highExpression,123,0.06885387964639458,1168.2305,"[0.06432304 0.06432304 0.06432304 0.06432304 0.06432304 0.06156851
 0.06156851 0.06156851]",0.06599833344734403,1228.14,"[0.05833741 0.06181887 0.06149181 0.05838917 0.05378613 0.06762167
 0.06144171 0.06243555]"
17,highExpression,123,0.06711887735162385,1149.0483,"[0.06326686 0.06326686 0.06326686 0.06326686 0.06012371 0.06012371
 0.06012371 0.06012371]",0.06408870442452898,1144.73,"[0.0610238  0.06201158 0.06037519 0.0531568  0.05511198 0.05899428
 0.05757703 0.06302909]"
18,highExpression,123,0.06313420491739433,1070.9473,"[0.0589666  0.0589666  0.05888846 0.05853065 0.05722712 0.05722712
 0.05722712 0.05722712]",0.0640250601071908,1649.83,"[0.06213987 0.05551668 0.09084002 0.07389193 0.04941435 0.04137611
 0.05189537 0.04573743]"
19,highExpression,123,0.0631077863835544,1159.3247,"[0.06383268 0.06270953 0.0621536  0.06084295 0.05416064 0.0534557
 0.0534557  0.0534557 ]",0.053696036657209976,1188.83,"[0.06545725 0.04240188 0.06468476 0.05019841 0.04041586 0.04624509
 0.04153964 0.04391384]"
20,highExpression,123,0.059411977547261983,1035.7682,"[0.05702963 0.05632567 0.05537653 0.05466955 0.05380878 0.05322635
 0.05322635 0.05322635]",0.06010501941316406,1149.23,"[0.04885769 0.05565543 0.06327687 0.0549413  0.05688933 0.06201654
 0.04998753 0.05036084]"
1,highExpression,456,1.0119449966566518,16893.756,"[0.93017404 0.93017404 0.93017404 0.93017404 0.93017404 0.93017404
 0.93017404 0.93017404]",0.6620259426816584,15979.7,"[0.85711871 0.81047003 0.5681753  0.87984592 0.16878162 0.59786983
 0.70331622 0.28266599]"
2,highExpression,456,0.7009062093462565,11701.168,"[0.64426897 0.64426897 0.64426897 0.64426897 0.64426897 0.64426897
 0.64426897 0.64426897]",0.5638515881608273,18161.93,"[0.31328939 0.43412402 1.         0.84615402 0.48554807 0.13495867
 0.72193979 0.21029924]"
3,highExpression,456,0.6364097133178416,10624.441,"[0.58498416 0.58498416 0.58498416 0.58498416 0.58498416 0.58498416
 0.58498416 0.58498416]",0.624668974674174,17792.84,"[0.1233239  0.90386044 0.37211188 0.97967782 0.26836025 0.23294606
 0.80202985 0.91122695]"
4,highExpression,456,0.6326529436964333,10561.725,"[0.58153096 0.58153096 0.58153096 0.58153096 0.58153096 0.58153096
 0.58153096 0.58153096]",0.324165217173579,14144.75,"[0.11300891 0.28774475 0.18968579 0.57012663 0.10332217 0.23770491
 0.10336016 0.77881315]"
5,highExpression,456,0.571838926588122,9555.674,"[0.52613758 0.52613758 0.52613758 0.52613758 0.52613758 0.52613758
 0.52411153 0.52411153]",0.3146524882502108,8563.74,"[0.18364954 0.32796349 0.47152147 0.42051258 0.33564605 0.37566492
 0.12379136 0.07506471]"
6,highExpression,456,0.5218539783755779,9313.236,"[0.51278891 0.51278891 0.51278891 0.51278891 0.51278891 0.51278891
 0.51278891 0.24795922]",0.478887996903382,17044.17,"[0.87807463 0.93845588 0.91350809 0.19865345 0.13665012 0.11328311
 0.28451437 0.05838917]"
7,highExpression,456,0.20676996001006662,3454.602,"[0.19021118 0.19021118 0.19021118 0.19021118 0.19021118 0.19021118
 0.18961352 0.18961352]",0.20264695068544783,6058.3,"[0.19038781 0.17686832 0.20486589 0.14612984 0.11360026 0.18264028
 0.33357138 0.14211155]"
8,highExpression,456,0.2427934333277781,4319.6646,"[0.23784171 0.23784171 0.23784171 0.23784171 0.23784171 0.19872871
 0.19872871 0.19872871]",0.39034684625485694,8796.24,"[0.45589924 0.23600686 0.42407332 0.48432298 0.4714097  0.36512089
 0.1735636  0.26004009]"
9,highExpression,456,0.24732801781735397,4835.456,"[0.26624131 0.26624131 0.26624131 0.26624131 0.26624131 0.16297693
 0.16271147 0.16184504]",0.26895803979575844,8015.31,"[0.432829   0.44132479 0.36183654 0.31955855 0.29804487 0.03932071
 0.04060472 0.04427833]"
10,highExpression,456,0.1652171965096019,2763.2253,"[0.15214382 0.15214382 0.15214382 0.15214382 0.15214382 0.15214382
 0.15214382 0.14992684]",0.06137094232285406,1144.73,"[0.05899428 0.05511198 0.06012412 0.05757703 0.06302909 0.05915781
 0.05551668 0.04178355]"
11,highExpression,456,0.10790631501126627,1895.2065,"[0.1043505  0.09942797 0.09942797 0.09942797 0.09942797 0.09942797
 0.09942797 0.09257661]",0.09783688988760385,2184.39,"[0.07367554 0.09032355 0.08729689 0.12027301 0.12000377 0.09229801
 0.06168618 0.07389193]"
12,highExpression,456,0.09362027895907041,1579.312,"[0.08695728 0.08695728 0.08695728 0.08695728 0.08695728 0.08695728
 0.08695728 0.07974081]",0.04910136619939858,897.46,"[0.04791231 0.04434826 0.03881746 0.04643064 0.04917759 0.0409114
 0.04405754 0.04941435]"
13,highExpression,456,0.08214391576780176,1434.8389,"[0.07900255 0.07584626 0.07570027 0.07545933 0.07494641 0.07492271
 0.07419579 0.07397643]",0.062234857773969185,1649.83,"[0.06827468 0.0549413  0.04863635 0.04240188 0.04964616 0.09084002
 0.05708369 0.04582332]"
14,highExpression,456,0.07801082279665471,1309.1298,"[0.07208098 0.07208098 0.07208098 0.07208098 0.07208098 0.07208098
 0.07208098 0.06908991]",0.05969342786915472,1188.83,"[0.04803289 0.04970452 0.05657659 0.05828455 0.05673461 0.04993522
 0.05423322 0.06545725]"
15,highExpression,456,0.0639191198122319,1118.9136,"[0.06160764 0.05838874 0.05838874 0.05838874 0.05838874 0.05838874
 0.05838874 0.05809263]",0.06076205339509638,1168.23,"[0.04783853 0.05620108 0.05833741 0.05378613 0.06181887 0.06432301
 0.05431361 0.05019841]"
16,highExpression,456,0.053879203159865864,907.0859,"[0.04994435 0.04977583 0.04941391 0.04941391 0.04941391 0.04941391
 0.04941391 0.04941391]",0.053559313688434085,1113.77,"[0.06132443 0.05688933 0.04137611 0.04336488 0.05071322 0.05189537
 0.04262708 0.0456609 ]"
17,highExpression,456,0.0554307125408679,1001.0383,"[0.0551174  0.0524197  0.05089353 0.05055498 0.05026046 0.05013103
 0.04950138 0.04873428]",0.06467805080308049,1315.72,"[0.05214754 0.05621759 0.06366229 0.07244384 0.04885769 0.0706241
 0.04838362 0.06327687]"
18,highExpression,456,0.06572985328745662,1326.8171,"[0.07305485 0.06862361 0.06636836 0.06599104 0.05754174 0.05085524
 0.05076171 0.05015149]",0.05986646553664709,1443.31,"[0.07946898 0.06310122 0.04839794 0.05388524 0.0642217  0.04151706
 0.04667125 0.0429679 ]"
19,highExpression,456,0.05087842551311697,881.0035,"[0.04850825 0.04835819 0.0462118  0.0462118  0.0462118  0.0462118
 0.0462118  0.0462118 ]",0.0602680986168847,1228.14,"[0.03946882 0.03711665 0.06243555 0.06144171 0.06156835 0.06762167
 0.0531568  0.06037519]"
20,highExpression,456,0.05830789049573653,1109.6871,"[0.06109963 0.05252438 0.05252438 0.05252438 0.05252438 0.05252438
 0.05252438 0.05252438]",0.05043789686350023,1108.31,"[0.0610238  0.04124286 0.04624509 0.05100559 0.04324045 0.04153964
 0.04391384 0.04268654]"
1,highExpression,789,0.4090199743085113,6828.3193,"[0.37596882 0.37596882 0.37596882 0.37596882 0.37596882 0.37596882
 0.37596882 0.37596882]",0.45406559000648256,18161.93,"[1.         0.10332217 0.55474225 0.12799025 0.1233239  0.97967782
 0.31328939 0.13665012]"
2,highExpression,789,0.4450566971095657,7429.9287,"[0.40909357 0.40909357 0.40909357 0.40909357 0.40909357 0.40909357
 0.40909357 0.40909357]",0.5099319727605915,14719.7,"[0.43412402 0.70853098 0.81047003 0.65551458 0.06519296 0.13495867
 0.23770491 0.70331622]"
3,highExpression,789,0.4738900589699044,7911.2827,"[0.43559703 0.43559703 0.43559703 0.43559703 0.43559703 0.43559703
 0.43559703 0.43559703]",0.5218093501379091,15979.7,"[0.77881315 0.10336016 0.57012663 0.11328311 0.28266599 0.87984592
 0.82131359 0.28774475]"
4,highExpression,789,0.48863439406596565,8157.4297,"[0.44914994 0.44914994 0.44914994 0.44914994 0.44914994 0.44914994
 0.44914994 0.44914994]",0.6588408815393864,16591.07,"[0.91350809 0.87807463 0.72193979 0.59786983 0.16878162 0.23294606
 0.84615402 0.48554807]"
5,highExpression,789,0.5286831657171635,8826.018,"[0.48596254 0.48596254 0.48596254 0.48596254 0.48596254 0.48596254
 0.48596254 0.48596254]",0.517813011138744,17044.17,"[0.18968579 0.93845588 0.90386044 0.26836025 0.11300891 0.91122695
 0.19865345 0.28451437]"
6,highExpression,789,0.2226338764486046,3720.7515,"[0.20486542 0.20486542 0.20486542 0.20486542 0.20486542 0.20427437
 0.20427437 0.20427437]",0.14093884323203637,3457.81,"[0.11360026 0.14816542 0.17686832 0.19038781 0.07128648 0.12000377
 0.09229801 0.12379136]"
7,highExpression,789,0.190147108485917,3207.539,"[0.17660783 0.17582531 0.17538102 0.1747639  0.17411626 0.17408091
 0.17381699 0.17366486]",0.0497375098701105,1338.09,"[0.07367554 0.03932071 0.03946882 0.04427833 0.04111457 0.04754341
 0.03974137 0.04060472]"
8,highExpression,789,0.13881410577607672,2325.4224,"[0.12803828 0.12803828 0.12803828 0.12803828 0.12803828 0.12686187
 0.12686187 0.12686187]",0.18191956891742128,8561.71,"[0.03920398 0.04028702 0.04056948 0.04266452 0.04354053 0.23600686
 0.42407332 0.4714097 ]"
9,highExpression,789,0.3242741729690515,6850.0034,"[0.37716275 0.37716275 0.37716275 0.37716275 0.21897916 0.21897916
 0.21897916 0.21897916]",0.3702238608745407,8796.24,"[0.48432298 0.45589924 0.33357138 0.14211155 0.36512089 0.31955855
 0.36183654 0.26004009]"
10,highExpression,789,0.24701248707496232,5932.3794,"[0.32663816 0.32663816 0.19385725 0.19385725 0.19385725 0.19385725
 0.19385725 0.19385725]",0.3826213995136796,9555.68,"[0.44132479 0.1735636  0.22125237 0.47152147 0.52613792 0.18364954
 0.42051258 0.37566492]"
11,highExpression,789,0.22991998085152146,6655.5576,"[0.36645652 0.36645652 0.15963601 0.15963601 0.15963601 0.15963601
 0.15963601 0.15963601]",0.13424473393440728,6095.98,"[0.33564605 0.32796349 0.05423322 0.04803289 0.05657659 0.04970452
 0.05673461 0.05828455]"
12,highExpression,789,0.16302348569465933,2742.5461,"[0.15100521 0.15100521 0.15100521 0.15100521 0.15100521 0.15100521
 0.15100521 0.14176543]",0.06227162172669041,1144.73,"[0.05511198 0.06302909 0.05899428 0.05757703 0.06012412 0.05915781
 0.06213987 0.04178355]"
13,highExpression,789,0.13240319848148255,2210.3843,"[0.12170426 0.12170426 0.12170426 0.12170426 0.12170426 0.12170426
 0.12170426 0.12170426]",0.050189983528551176,957.74,"[0.03987517 0.0487239  0.04468798 0.04607385 0.04372938 0.04653635
 0.05273338 0.04671475]"
14,highExpression,789,0.11064672787979606,2034.696,"[0.11203083 0.11203083 0.11203083 0.11203083 0.11203083 0.08475498
 0.08443558 0.08430202]",0.08713041819797392,2184.39,"[0.09032355 0.08729689 0.12027301 0.07506471 0.06168618 0.10249627
 0.0549413  0.04863635]"
15,highExpression,789,0.09984094063687866,1807.0905,"[0.09949881 0.096245   0.09555402 0.09498324 0.09439485 0.08970288
 0.08724301 0.07656396]",0.06724389017548582,1748.94,"[0.04240188 0.0642217  0.0706241  0.05388524 0.09629703 0.07946898
 0.04667125 0.0409114 ]"
16,highExpression,789,0.07996615990465514,1343.1176,"[0.07395236 0.07395236 0.07395236 0.07395236 0.07395236 0.07395236
 0.07395236 0.07036897]",0.04963755085405583,1281.05,"[0.04109971 0.04735345 0.04341774 0.03866439 0.0412291  0.04088332
 0.04182981 0.0705349 ]"
17,highExpression,789,0.07505032372550983,1279.5425,"[0.0704519  0.0704519  0.0704519  0.0704519  0.0704519  0.0704519
 0.06564751 0.06352774]",0.0758205983799781,1928.67,"[0.06369312 0.06035152 0.06848116 0.09073926 0.10619301 0.05399481
 0.06827468 0.04582332]"
18,highExpression,789,0.06484449239224284,1116.125,"[0.0614541  0.05934049 0.05934049 0.05934049 0.05934049 0.05934049
 0.05934049 0.05934049]",0.053947244521527125,1036.75,"[0.05708369 0.05207762 0.04393751 0.05297124 0.04965882 0.04505193
 0.05426571 0.04165747]"
19,highExpression,789,0.061924326737278726,1066.9092,"[0.05874426 0.05874426 0.05874426 0.05874426 0.05874426 0.05392798
 0.05392798 0.05378663]",0.06986880644951446,1562.64,"[0.08603931 0.07790417 0.04683643 0.06362264 0.05587347 0.072081
 0.04993522 0.06149181]"
20,highExpression,789,0.06096599862667919,1046.8271,"[0.05763854 0.05763854 0.05763854 0.05763854 0.05444065 0.05444065
 0.05444065 0.05444065]",0.06692776510748373,1208.69,"[0.06181887 0.06432301 0.05620108 0.05431361 0.06240031 0.06528216
 0.06655075 0.06126717]"
1,highExpression,999,0.8817183694818581,14719.708,"[0.81047047 0.81047047 0.81047047 0.81047047 0.81047047 0.81047047
 0.81047047 0.81047047]",0.6392414268259271,16591.07,"[0.10332217 0.55474225 0.11300891 0.91350809 0.72193979 0.84615402
 0.5681753  0.87984592]"
2,highExpression,999,0.6661832035293755,11121.49,"[0.61235178 0.61235178 0.61235178 0.61235178 0.61235178 0.61235178
 0.61235178 0.61235178]",0.6429074892559408,17792.84,"[0.97967782 0.85711871 0.77881315 0.1233239  0.13665012 0.21029924
 0.93845588 0.70331622]"
3,highExpression,999,0.6552298293263072,10938.631,"[0.60228351 0.60228351 0.60228351 0.60228351 0.60228351 0.60228351
 0.60228351 0.60228351]",0.4986861716382713,16893.76,"[0.93017427 0.37211188 0.12799025 0.18968579 0.82131359 0.19865345
 0.54163847 0.48554807]"
4,highExpression,999,0.6051361944027205,10102.351,"[0.55623772 0.55623772 0.55623772 0.55623772 0.55623772 0.55623772
 0.55623772 0.55623772]",0.6450103723764615,18161.93,"[1.         0.28451437 0.59786983 0.57012663 0.26836025 0.87807463
 0.91122695 0.23294606]"
5,highExpression,999,0.5825517042128705,10263.725,"[0.56512301 0.56512301 0.56512301 0.56512301 0.56512301 0.56512301
 0.56512301 0.32796434]",0.4087469425269951,16415.85,"[0.13495867 0.11328311 0.06519296 0.70853098 0.28774475 0.5709195
 0.90386044 0.22125237]"
6,highExpression,999,0.29872185700700277,4987.43,"[0.27460904 0.27460904 0.27460904 0.27460904 0.27460904 0.27454067
 0.27454067 0.27454067]",0.32828817092641327,9555.68,"[0.42051258 0.47152147 0.37566492 0.18364954 0.52613792 0.17686832
 0.11360026 0.14612984]"
7,highExpression,999,0.2586271070162574,4317.969,"[0.23774837 0.23774837 0.23774837 0.23774837 0.23774837 0.23774837
 0.23774837 0.23758972]",0.13939370895840042,6294.92,"[0.08729689 0.07506471 0.12027301 0.12000377 0.06168618 0.09032355
 0.12379136 0.34659973]"
8,highExpression,999,0.37587368625774537,6294.9336,"[0.34660048 0.34660048 0.34660048 0.34660048 0.34660048 0.34660048
 0.34660048 0.33780418]",0.38177934775746186,8796.24,"[0.45589924 0.42407332 0.48432298 0.33357138 0.14211155 0.23600686
 0.4714097  0.26004009]"
9,highExpression,999,0.3092971968343377,5163.513,"[0.28430421 0.28430421 0.28430421 0.28430421 0.28430421 0.28430421
 0.28430421 0.28430421]",0.06373259575010505,1168.23,"[0.06181887 0.05378613 0.05431361 0.05838917 0.06432301 0.05620108
 0.06149181 0.05833741]"
10,highExpression,999,0.2708212529243441,4722.8364,"[0.26004045 0.26004045 0.26004045 0.26004045 0.26004045 0.26004045
 0.26004045 0.17121545]",0.3306698910325427,8015.31,"[0.44132479 0.36183654 0.1735636  0.36512089 0.432829   0.31955855
 0.29804487 0.03932071]"
11,highExpression,999,0.17008570892705,2844.9116,"[0.15664148 0.15664148 0.15664148 0.15664148 0.15664148 0.15664148
 0.15664148 0.15424413]",0.05647407367118753,1058.56,"[0.05423322 0.04970452 0.04803289 0.05657659 0.05673461 0.04993522
 0.05828455 0.04178355]"
12,highExpression,999,0.14461338708628801,2643.1528,"[0.1455326  0.1455326  0.1455326  0.1455326  0.1455326  0.1198814
 0.10857683 0.10730113]",0.14008683301204686,3720.76,"[0.07128648 0.18264028 0.20486589 0.19038781 0.14816542 0.07367554
 0.06827468 0.09084002]"
13,highExpression,999,0.10149464726067448,1769.3748,"[0.09742218 0.09742218 0.09742218 0.09742218 0.09742218 0.08641184
 0.08641184 0.08641184]",0.047057035850828995,893.16,"[0.03881746 0.04450518 0.04405754 0.04434826 0.04917759 0.04056948
 0.04266452 0.04189643]"
14,highExpression,999,0.08284438348652048,1414.8848,"[0.07790388 0.07790388 0.07790388 0.07790388 0.07790388 0.0732271
 0.0732271  0.0732271 ]",0.05925899924657109,1356.08,"[0.06229569 0.04683643 0.05587347 0.05519127 0.07466607 0.04088332
 0.04735345 0.05266456]"
15,highExpression,999,0.07178925442131084,1319.4131,"[0.07264718 0.07182234 0.06770564 0.06728775 0.06309664 0.06199308
 0.0617237  0.06162982]",0.06959932892233789,1861.53,"[0.04582332 0.07389193 0.04783853 0.08852859 0.04964616 0.10249627
 0.0549413  0.04863635]"
16,highExpression,999,0.07600655327003905,1562.807,"[0.08604851 0.08512762 0.082704   0.06822687 0.06233608 0.06132558
 0.05803738 0.0551123 ]",0.06541445299251687,1748.94,"[0.09629703 0.0642217  0.0706241  0.04667125 0.05019841 0.05708369
 0.04041586 0.05551668]"
17,highExpression,999,0.05989655619550625,1004.61053,"[0.05531408 0.05531408 0.05531408 0.05531408 0.05531408 0.05531408
 0.05428404 0.05428404]",0.06128034276523149,1144.73,"[0.06213987 0.05915781 0.05899428 0.05757703 0.06302909 0.06012412
 0.04393751 0.0456686 ]"
